PartnerNumber,Name,Status,NewEngagement,Phone,Website,Address1Street,Address1City,Address1StateProvince,Address1PostalCode,Address1Country,ShortName,PooledFund,DDRequired,DDEACDone,EACReference,GlobalKeyAccount,UNSecretariatEntity,LevyPotentiallyApplies,ReasonForLevyNotApplying,LevyTreatment,PartnerCategory,Discriminator,CreatedBy,CreatedDate,LastModifiedBy,IsDeleted,DeletedBy
1370,Micronesia (Federated States of),Active,Allowed,,,,,,,,Micronesia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Micronesia (Federated States of),UNOPSPartner,0,NOW(),0,FALSE,0
1372,South Sudan,Active,Allowed,,,,,,,,South Sudan,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,South Sudan,UNOPSPartner,0,NOW(),0,FALSE,0
1373,Monaco,Active,Allowed,,,,,,,,Monaco,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Monaco,UNOPSPartner,0,NOW(),0,FALSE,0
1374,Montenegro,Active,Allowed,,,,,,,,Montenegro,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Montenegro,UNOPSPartner,0,NOW(),0,FALSE,0
1376,Mozambique,Active,Allowed,,,,,,,,Mozambique,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Mozambique,UNOPSPartner,0,NOW(),0,FALSE,0
1377,Namibia,Active,Allowed,,,,,,,,Namibia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Namibia,UNOPSPartner,0,NOW(),0,FALSE,0
1378,Nauru,Active,Allowed,,,,,,,,Nauru,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Nauru,UNOPSPartner,0,NOW(),0,FALSE,0
1379,Niger,Active,Allowed,,,,,,,,Niger,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Niger,UNOPSPartner,0,NOW(),0,FALSE,0
1380,Nepal,Active,Allowed,,,,,,,,Nepal,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Nepal,UNOPSPartner,0,NOW(),0,FALSE,0
1381,Mongolia,Active,Allowed,,,,,,,,Mongolia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Mongolia,UNOPSPartner,0,NOW(),0,FALSE,0
1382,Myanmar,Active,Allowed,,,,,,,,Myanmar,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Myanmar,UNOPSPartner,0,NOW(),0,FALSE,0
1383,Nicaragua,Active,Allowed,,,,,,,,Nicaragua,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Nicaragua,UNOPSPartner,0,NOW(),0,FALSE,0
1384,Nigeria,Active,Allowed,,,,,,,,Nigeria,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Nigeria,UNOPSPartner,0,NOW(),0,FALSE,0
1385,Republic of Moldova,Active,Allowed,,,,,,,,Moldova,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Republic of Moldova,UNOPSPartner,0,NOW(),0,FALSE,0
1386,Romania,Active,Allowed,,,,,,,,Romania,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Romania,UNOPSPartner,0,NOW(),0,FALSE,0
1387,Russian Federation,Active,Allowed,,,,,,,,Russia,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Russian Federation,UNOPSPartner,0,NOW(),0,FALSE,0
1388,Rwanda,Active,Allowed,,,,,,,,Rwanda,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Rwanda,UNOPSPartner,0,NOW(),0,FALSE,0
1389,Saint Kitts and Nevis,Active,Allowed,,,,,,,,Saint Kitts and Nevis,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Saint Kitts and Nevis,UNOPSPartner,0,NOW(),0,FALSE,0
1390,Saint Lucia,Active,Allowed,,,,,,,,Saint Lucia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Saint Lucia,UNOPSPartner,0,NOW(),0,FALSE,0
1391,Saint Vincent and the Grenadines,Active,Allowed,,,,,,,,Saint Vincent and the Grenadines,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Saint Vincent and the Grenadines,UNOPSPartner,0,NOW(),0,FALSE,0
1392,Samoa,Active,Allowed,,,,,,,,Samoa,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Samoa,UNOPSPartner,0,NOW(),0,FALSE,0
1393,San Marino,Active,Allowed,,,,,,,,San Marino,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,San Marino,UNOPSPartner,0,NOW(),0,FALSE,0
1394,Sao Tome and Principe,Active,Allowed,,,,,,,,Sao Tome and Principe,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Sao Tome and Principe,UNOPSPartner,0,NOW(),0,FALSE,0
1396,Senegal,Active,Allowed,,,,,,,,Senegal,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Senegal,UNOPSPartner,0,NOW(),0,FALSE,0
1397,Suriname,Active,Allowed,,,,,,,,Suriname,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Suriname,UNOPSPartner,0,NOW(),0,FALSE,0
1399,Serbia,Active,Allowed,,,,,,,,Serbia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Serbia,UNOPSPartner,0,NOW(),0,FALSE,0
1400,Seychelles,Active,Allowed,,,,,,,,Seychelles,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Seychelles,UNOPSPartner,0,NOW(),0,FALSE,0
1401,Sierra Leone,Active,Allowed,,,,,,,,Sierra Leone,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Sierra Leone,UNOPSPartner,0,NOW(),0,FALSE,0
1402,Singapore,Active,Allowed,,,,,,,,Singapore,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Singapore,UNOPSPartner,0,NOW(),0,FALSE,0
1403,Slovakia,Active,Allowed,,,,,,,,Slovakia,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Slovakia,UNOPSPartner,0,NOW(),0,FALSE,0
1404,Slovenia,Active,Allowed,,,,,,,,Slovenia,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Slovenia,UNOPSPartner,0,NOW(),0,FALSE,0
1405,Solomon Islands,Active,Allowed,,,,,,,,Solomon Islands,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Solomon Islands,UNOPSPartner,0,NOW(),0,FALSE,0
1406,Somalia,Active,Allowed,,,,,,,,Somalia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Somalia,UNOPSPartner,0,NOW(),0,FALSE,0
1407,Sri Lanka,Active,Allowed,,,,,,,,Sri Lanka,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Sri Lanka,UNOPSPartner,0,NOW(),0,FALSE,0
1408,Sudan,Active,Allowed,,,,,,,,Sudan,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Sudan,UNOPSPartner,0,NOW(),0,FALSE,0
1409,State of Palestine,Active,Allowed,,,,,,,,State of Palestine,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,State of Palestine,UNOPSPartner,0,NOW(),0,FALSE,0
1410,Syrian Arab Republic,Active,Allowed,,,,,,,,Syria,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Syrian Arab Republic,UNOPSPartner,0,NOW(),0,FALSE,0
1411,Tajikistan,Active,Allowed,,,,,,,,Tajikistan,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Tajikistan,UNOPSPartner,0,NOW(),0,FALSE,0
1412,Thailand,Active,Allowed,,,,,,,,Thailand,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Thailand,UNOPSPartner,0,NOW(),0,FALSE,0
1413,North Macedonia,Active,Allowed,,,,,,,,North Macedonia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,North Macedonia,UNOPSPartner,0,NOW(),0,FALSE,0
1414,Timor-Leste,Active,Allowed,,,,,,,,Timor-Leste,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Timor-Leste,UNOPSPartner,0,NOW(),0,FALSE,0
1415,Togo,Active,Allowed,,,,,,,,Togo,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Togo,UNOPSPartner,0,NOW(),0,FALSE,0
1416,Tonga,Active,Allowed,,,,,,,,Tonga,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Tonga,UNOPSPartner,0,NOW(),0,FALSE,0
1417,Trinidad and Tobago,Active,Allowed,,,,,,,,Trinidad and Tobago,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Trinidad and Tobago,UNOPSPartner,0,NOW(),0,FALSE,0
1418,Tunisia,Active,Allowed,,,,,,,,Tunisia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Tunisia,UNOPSPartner,0,NOW(),0,FALSE,0
1419,United Republic of Tanzania,Active,Allowed,,,,,,,,Tanzania,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,United Republic of Tanzania,UNOPSPartner,0,NOW(),0,FALSE,0
1420,Guinea-Bissau,Active,Allowed,,,,,,,,Guinea-Bissau,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Guinea-Bissau,UNOPSPartner,0,NOW(),0,FALSE,0
1421,Turkmenistan,Active,Allowed,,,,,,,,Turkmenistan,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Turkmenistan,UNOPSPartner,0,NOW(),0,FALSE,0
1422,Tuvalu,Active,Allowed,,,,,,,,Tuvalu,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Tuvalu,UNOPSPartner,0,NOW(),0,FALSE,0
1423,Uganda,Active,Allowed,,,,,,,,Uganda,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Uganda,UNOPSPartner,0,NOW(),0,FALSE,0
1425,United Arab Emirates,Active,Allowed,,,,,,,,United Arab Emirates,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,United Arab Emirates,UNOPSPartner,0,NOW(),0,FALSE,0
1426,Uruguay,Active,Allowed,,,,,,,,Uruguay,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Uruguay,UNOPSPartner,0,NOW(),0,FALSE,0
1427,Uzbekistan,Active,Allowed,,,,,,,,Uzbekistan,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Uzbekistan,UNOPSPartner,0,NOW(),0,FALSE,0
1428,Vanuatu,Active,Allowed,,,,,,,,Vanuatu,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Vanuatu,UNOPSPartner,0,NOW(),0,FALSE,0
1429,Venezuela (Bolivarian Republic of),Active,Allowed,,,,,,,,Venezuela,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Venezuela (Bolivarian Republic of),UNOPSPartner,0,NOW(),0,FALSE,0
1430,Viet Nam,Active,Allowed,,,,,,,,Viet Nam,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Viet Nam,UNOPSPartner,0,NOW(),0,FALSE,0
1431,Yemen,Active,Allowed,,,,,,,,Yemen,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Yemen,UNOPSPartner,0,NOW(),0,FALSE,0
1432,Zambia,Active,Allowed,,,,,,,,Zambia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Zambia,UNOPSPartner,0,NOW(),0,FALSE,0
1433,Zimbabwe,Active,Allowed,,,,,,,,Zimbabwe,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Zimbabwe,UNOPSPartner,0,NOW(),0,FALSE,0
1575,Yugoslavia,Active,Not allowed,,,,,,,,Yugoslavia,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Yugoslavia,UNOPSPartner,0,NOW(),0,FALSE,0
1612,Virgin Islands of the United States,Active,Allowed,,,,,,,,Virgin Islands,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Virgin Islands of the United States,UNOPSPartner,0,NOW(),0,FALSE,0
1614,Czechoslovakia,Active,Not allowed,,,,,,,,Czechoslovakia,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Czechoslovakia,UNOPSPartner,0,NOW(),0,FALSE,0
1615,Antilles,Active,Not allowed,,,,,,,,Antilles,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Antilles,UNOPSPartner,0,NOW(),0,FALSE,0
1617,"China, Hong Kong Special Administrative Region",Active,Allowed,,,,,,,,Hong Kong,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,"China, Hong Kong Special Administrative Region",UNOPSPartner,0,NOW(),0,FALSE,0
1619,New Hebrides Condominium,Active,Not allowed,,,,,,,,New Hebrides Condominium,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,New Hebrides Condominium,UNOPSPartner,0,NOW(),0,FALSE,0
1620,Niue,Active,Allowed,,,,,,,,Niue,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Niue,UNOPSPartner,0,NOW(),0,FALSE,0
1621,Pacific Multi Islands,Active,Not allowed,,,,,,,,Pacific Multi Islands,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Pacific Multi Islands,UNOPSPartner,0,NOW(),0,FALSE,0
1624,New Zealand territory of Tokelau,Active,Allowed,,,,,,,,New Zealand territory of Tokelau,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,New Zealand territory of Tokelau,UNOPSPartner,0,NOW(),0,FALSE,0
1625,Trust Territory of the Pacific Islands,Active,Not allowed,,,,,,,,Trust Territory of the Pacific Islands,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Trust Territory of the Pacific Islands,UNOPSPartner,0,NOW(),0,FALSE,0
1677,Uganda,Active,Not allowed,,,,,,,,Uganda,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Uganda,UNOPSPartner,0,NOW(),0,FALSE,0
1715,Curaçao,Active,Allowed,,,,,,,,Curaçao,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Curaçao,UNOPSPartner,0,NOW(),0,FALSE,0
1716,Sint Maarten (Dutch part),Active,Allowed,,,,,,,,Sint Maarten,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Sint Maarten (Dutch part),UNOPSPartner,0,NOW(),0,FALSE,0
1818,QFFD Qatar Fund for Development,Active,Allowed,,,,,,,,QFFD,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,QFFD Qatar Fund for Development,UNOPSPartner,0,NOW(),0,FALSE,0
1780,AMSAC Activos Mineros S.A.C.,Active,Allowed,,,,,,,,AMSAC,No,Yes,Yes,,FALSE,FALSE,Does not apply,3c) Programme Country,,Peru,UNOPSPartner,0,NOW(),0,FALSE,0
1325,Peru,Active,Allowed,,,,,,,,Peru,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Peru,UNOPSPartner,0,NOW(),0,FALSE,0
1783,PNSU Programa Nacional de Saneamiento Urbano,Active,Allowed,,,,,,,,PNSU,No,Yes,Yes,,FALSE,FALSE,Does not apply,3c) Programme Country,,Peru,UNOPSPartner,0,NOW(),0,FALSE,0
1724,Sedapal,Active,Allowed,,,,,,,,Sedapal,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Peru,UNOPSPartner,0,NOW(),0,FALSE,0
1728,"China National Pharmaceutical Group Southwest Medicine Co., Ltd.",Active,Allowed,,,,,,,,SINOPHARM,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,China,UNOPSPartner,0,NOW(),0,FALSE,0
1085,MOFCOM Ministry of Commerce of the People's Republic of China,Active,Allowed,,,,,,,,MOFCOM,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,China,UNOPSPartner,0,NOW(),0,FALSE,0
1122,China,Active,Allowed,,,,,,,,China,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,China,UNOPSPartner,0,NOW(),0,FALSE,0
1623,Indian State of Sikkim,Active,Allowed,,,,,,,,Indian State of Sikkim,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,India,UNOPSPartner,0,NOW(),0,FALSE,0
1344,India,Active,Allowed,,,,,,,,India,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,India,UNOPSPartner,0,NOW(),0,FALSE,0
1131,Japan,Active,Allowed,,,,,,,,Japan,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Japan,UNOPSPartner,0,NOW(),0,FALSE,0
1095,JICA Japan International Cooperation Agency,Active,Allowed,,,,,,,,JICA,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Japan,UNOPSPartner,0,NOW(),0,FALSE,0
1096,JBIC Japan Bank for International Cooperation,Active,Allowed,,,,,,,,JBIC,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Japan,UNOPSPartner,0,NOW(),0,FALSE,0
1139,Republic of Korea,Active,Allowed,,,,,,,,Republic of Korea,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,South Korea,UNOPSPartner,0,NOW(),0,FALSE,0
1105,KOICA Korea International Cooperation Agency,Active,Allowed,231123,,,,,,,KOICA,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,South Korea,UNOPSPartner,0,NOW(),0,FALSE,0
1339,Libya,Active,Allowed,,,,,,,,Libya,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Libya,UNOPSPartner,0,NOW(),0,FALSE,0
1707,Libyan Presidency Council,Active,Allowed,,,,,,,,Libyan Presidency Council,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Libya,UNOPSPartner,0,NOW(),0,FALSE,0
1371,Qatar,Active,Allowed,,,,,,,,Qatar,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Qatar,UNOPSPartner,0,NOW(),0,FALSE,0
1141,Spain,Active,Allowed,,,,,,,,Spain,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Spain,UNOPSPartner,0,NOW(),0,FALSE,0
1107,AECID Spanish Agency for International Development Cooperation,Active,Allowed,,,,,,,,AECID,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Spain,UNOPSPartner,0,NOW(),0,FALSE,0
1119,Brazil,Active,Allowed,,,,,,,,Brazil,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Brazil,UNOPSPartner,0,NOW(),0,FALSE,0
1079,ABC Agência Brasileira de Cooperação,Active,Allowed,,,,,,,,ABC,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Brazil,UNOPSPartner,0,NOW(),0,FALSE,0
1084,IDRC International Development Research Centre,Active,Allowed,,,,,,,,IDRC,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Canada,UNOPSPartner,0,NOW(),0,FALSE,0
1082,CIDA Canadian International Development Agency,Active,Not allowed,,,,,,,,CIDA,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Canada,UNOPSPartner,0,NOW(),0,FALSE,0
1024,CAD Global Affairs Canada,Active,Allowed,,,,,,,,Global Affairs Canada,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Canada,UNOPSPartner,0,NOW(),0,FALSE,0
1083,DFAIT Department of Foreign Affairs and International Trade Canada,Active,Not allowed,,,,,,,,DFAIT - Canada,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Canada,UNOPSPartner,0,NOW(),0,FALSE,0
1121,Canada,Active,Allowed,,,,,,,,Canada,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Canada,UNOPSPartner,0,NOW(),0,FALSE,0
1125,France,Active,Allowed,,,,,,,,France,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,France,UNOPSPartner,0,NOW(),0,FALSE,0
1088,AFD French Development Agency,Active,Allowed,,,,,,,,AFD,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,France,UNOPSPartner,0,NOW(),0,FALSE,0
1622,French overseas department of Réunion,Active,Allowed,,,,,,,,Réunion,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,France,UNOPSPartner,0,NOW(),0,FALSE,0
1616,French overseas department of Guadeloupe,Active,Allowed,,,,,,,,Guadeloupe,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,France,UNOPSPartner,0,NOW(),0,FALSE,0
1823,NAWEC National Water and Electricity Company Ltd - Gambia,Active,Not allowed,,,,,,,,NAWEC Gambia,No,Yes,Yes,,FALSE,FALSE,Does not apply,3c) Programme Country,,Gambia,UNOPSPartner,0,NOW(),0,FALSE,0
1090,Hellenic Aid,Active,Allowed,,,,,,,,Hellenic Aid,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Greece,UNOPSPartner,0,NOW(),0,FALSE,0
1127,Greece,Active,Allowed,,,,,,,,Greece,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Greece,UNOPSPartner,0,NOW(),0,FALSE,0
1093,MASHAV Center for International Cooperation of the Foreign Ministry of Israel,Active,Allowed,,,,,,,,MASHAV,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Israel,UNOPSPartner,0,NOW(),0,FALSE,0
1130,Israel,Active,Allowed,,,,,,,,Israel,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Israel,UNOPSPartner,0,NOW(),0,FALSE,0
1753,Ministry of Justice of Norway,Active,Allowed,,,,,,,,MoJ Norway,No,No,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Norway,UNOPSPartner,0,NOW(),0,FALSE,0
1136,Norway,Active,Allowed,,,,,,,,Norway,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Norway,UNOPSPartner,0,NOW(),0,FALSE,0
1102,Ministry of Foreign Affairs of Norway,Active,Allowed,,,,,,,,MoFA Norway,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Norway,UNOPSPartner,0,NOW(),0,FALSE,0
1101,NORAD Norwegian Agency for Development Cooperation,Active,Allowed,,,,,,,,NORAD,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Norway,UNOPSPartner,0,NOW(),0,FALSE,0
1322,Panama,Active,Allowed,,,,,,,,Panama,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Panama,UNOPSPartner,0,NOW(),0,FALSE,0
1781,INADEH Instituto Nacional de Formacion Profesional y Capacitacion para el Desarrollo Humano,Active,Allowed,,,,,,,,INADEH,No,Yes,Yes,,FALSE,FALSE,Does not apply,3c) Programme Country,,Panama,UNOPSPartner,0,NOW(),0,FALSE,0
1137,Poland,Active,Allowed,,,,,,,,Poland,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Poland,UNOPSPartner,0,NOW(),0,FALSE,0
1103,Polish Aid,Active,Allowed,,,,,,,,Polish Aid,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Poland,UNOPSPartner,0,NOW(),0,FALSE,0
1754,SEPA Swedish Environmental Protection Agency,Active,Allowed,,,,,,,,SEPA,No,No,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Sweden,UNOPSPartner,0,NOW(),0,FALSE,0
1108,SIDA Swedish International Development Cooperation Agency,Active,Allowed,,,,,,,,SIDA,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Sweden,UNOPSPartner,0,NOW(),0,FALSE,0
1267,Sweden,Active,Allowed,,,,,,,,Sweden,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Sweden,UNOPSPartner,0,NOW(),0,FALSE,0
1143,Türkiye,Active,Allowed,,,,,,,,Türkiye,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Türkiye,UNOPSPartner,0,NOW(),0,FALSE,0
1110,TIKA Turkish Cooperation and Coordination Agency,Active,Allowed,,,,,,,,TIKA,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Türkiye,UNOPSPartner,0,NOW(),0,FALSE,0
1077,ADA Austria Development Agency,Active,Allowed,,,,,,,,ADA,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Austria,UNOPSPartner,0,NOW(),0,FALSE,0
1118,Austria,Active,Allowed,,,,,,,,Austria,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Austria,UNOPSPartner,0,NOW(),0,FALSE,0
1078,AWS Austria Wirtschaftsservice Gesellschaft,Active,Allowed,,,,,,,,AWS,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Austria,UNOPSPartner,0,NOW(),0,FALSE,0
1120,Belgium,Active,Allowed,,,,,,,,Belgium,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Belgium,UNOPSPartner,0,NOW(),0,FALSE,0
1080,ENABEL Belgian Development Agency,Active,Allowed,,,,,,,,ENABEL,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Belgium,UNOPSPartner,0,NOW(),0,FALSE,0
1081,"FPS Ministry of Foreign Affairs, Foreign Trade and Development Cooperation of Belgium",Active,Allowed,,,,,,,,FPS,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Belgium,UNOPSPartner,0,NOW(),0,FALSE,0
1123,Denmark,Active,Allowed,,,,,,,,Denmark,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Denmark,UNOPSPartner,0,NOW(),0,FALSE,0
1086,DANIDA Danish International Development Agency,Active,Allowed,,,,,,,,DANIDA,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Denmark,UNOPSPartner,0,NOW(),0,FALSE,0
1087,Ministry for Foreign Affairs of Finland,Active,Allowed,,,,,,,,MoFA Finland,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Finland,UNOPSPartner,0,NOW(),0,FALSE,0
1124,Finland,Active,Allowed,,,,,,,,Finland,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Finland,UNOPSPartner,0,NOW(),0,FALSE,0
1737,AA German Federal Foreign Office (Auswärtiges Amt),Active,Allowed,,,,,,,,MoFA Germany,No,No,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Germany,UNOPSPartner,0,NOW(),0,FALSE,0
1126,Germany,Active,Allowed,,,,,,,,Germany,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Germany,UNOPSPartner,0,NOW(),0,FALSE,0
1738,"BMUV German Federal Ministry for the Environment, Nature Conservation, Nuclear Safety and Consumer Protection",Active,Allowed,,,,,,,,BMUV,No,No,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Germany,UNOPSPartner,0,NOW(),0,FALSE,0
1089,BMZ German Federal Ministry for Economic Cooperation and Development,Active,Allowed,,,,,,,,BMZ,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Germany,UNOPSPartner,0,NOW(),0,FALSE,0
1589,GIZ German Corporation for International Cooperation,Active,Allowed,,,,,,,,GIZ,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Germany,UNOPSPartner,0,NOW(),0,FALSE,0
