PartnerNumber,Name,Status,NewEngagement,Phone,Website,Address1Street,Address1City,Address1StateProvince,Address1PostalCode,Address1Country,ShortName,PooledFund,DDRequired,DDEACDone,EACReference,GlobalKeyAccount,UNSecretariatEntity,LevyPotentiallyApplies,ReasonForLevyNotApplying,LevyTreatment,PartnerCategory,Discriminator,CreatedBy,CreatedDate,LastModifiedBy,IsDeleted,DeletedBy
1074,Paul G. Allen Family Foundation,Active,Allowed,,,,,,,,Paul G. Allen Foundation,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Paul G. Allen Family Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1580,Ford Foundation,Active,Allowed,,,,,,,,Ford Foundation,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Ford Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1147,Petunia Foundation,Active,Allowed,,,,,,,,Petunia Foundation,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Petunia Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1772,Purpose Foundation,Active,Allowed,,,,,,,,Purpose Foundation,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Purpose Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1034,Eli Lilly and Company Foundation,Active,Allowed,,,,,,,,Eli Lilly Foundation,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Eli Lilly and Company Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1594,GAP Foundation,Active,Allowed,,,,,,,,GAP Foundation,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,GAP Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1795,Temasek Foundation,Active,Allowed,,,,,,,,Temasek Foundation,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Temasek Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1057,Kochon Foundation,Active,Allowed,,,,,,,,Kochon Foundation,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Kochon Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1071,Open Society Afghanistan,Active,Allowed,,,,,,,,Open Society Afghanistan,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Open Society Afghanistan,UNOPSPartner,0,NOW(),0,FALSE,0
1588,United Nations Foundation,Active,Not allowed,,,,,,,,United Nations Foundation,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,United Nations Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1579,MacArthur Foundation,Active,Allowed,,,,,,,,Mac Arthur Foundation,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,MacArthur Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1751,WAPCAS Ghana-West Africa Program to Combat AIDS and STI,Active,Allowed,,,,,,,,WAPCAS,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,WAPCAS Ghana-West Africa Program to Combat AIDS and STI,UNOPSPartner,0,NOW(),0,FALSE,0
1036,FIND Foundation for Innovative New Diagnostics,Active,Not allowed,,,,,,,,FIND,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,FIND Foundation for Innovative New Diagnostics,UNOPSPartner,0,NOW(),0,FALSE,0
1595,United Nations Foundation,Active,Allowed,,,,,,,,UN Foundation,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,United Nations Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1727,Chinese Red Cross Foundation,Active,Allowed,,,,,,,,CRCF,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Chinese Red Cross Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1446,GAIN Global Alliance for Improved Nutrition,Active,Allowed,,,,,,,,GAIN,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,GAIN Global Alliance for Improved Nutrition,UNOPSPartner,0,NOW(),0,FALSE,0
1749,ECEAP Estonian Center for Eastern Partnership,Active,Allowed,,,,,,,,ECEAP,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,ECEAP Estonian Center for Eastern Partnership,UNOPSPartner,0,NOW(),0,FALSE,0
1016,CIFF Children's Investment Fund Foundation,Active,Allowed,,,,,,,,CIFF,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,CIFF Children's Investment Fund Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1768,Quadrature Climate Foundation,Active,Allowed,,,,,,,,QCF,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Quadrature Climate Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1770,Yemen Famine Relief Fund,Active,Allowed,,,,,,,,Famine Relief Fund,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Yemen Famine Relief Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1645,Walmart Foundation,Active,Allowed,,,,,,,,Walmart Foundation,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Walmart Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1585,Rockefeller Foundation,Active,Allowed,,,,,,,,Rockefeller Foundation,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Rockefeller Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1748,MAVA Foundation,Active,Allowed,,,,,,,,MAVA Foundation,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,MAVA Foundation,UNOPSPartner,0,NOW(),0,FALSE,0
1149,R20 Regions of Climate Action,Active,Allowed,,,,,,,,R20,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,R20 Regions of Climate Action,UNOPSPartner,0,NOW(),0,FALSE,0
1711,Fleming Fund,Active,Allowed,,,,,,,,Fleming Fund,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,UK United Kingdom,UNOPSPartner,0,NOW(),0,FALSE,0
1144,United Kingdom of Great Britain and Northern Ireland,Active,Allowed,,,,,,,,UK,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,UK United Kingdom,UNOPSPartner,0,NOW(),0,FALSE,0
1618,British overseas territory of Montserrat,Active,Allowed,,,,,,,,Montserrat,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,UK United Kingdom,UNOPSPartner,0,NOW(),0,FALSE,0
1613,British overseas territory of Cayman Islands,Active,Allowed,,,,,,,,Cayman Islands,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,UK United Kingdom,UNOPSPartner,0,NOW(),0,FALSE,0
1111,DFID Department For International Development,Active,Not allowed,,,,,,,,DFID,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,UK United Kingdom,UNOPSPartner,0,NOW(),0,FALSE,0
1752,"FCDO Foreign, Commonwealth & Development Office",Active,Allowed,,,,,,,,FCDO,No,No,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,UK United Kingdom,UNOPSPartner,0,NOW(),0,FALSE,0
1610,British overseas territory of Anguilla,Active,Allowed,,,,,,,,Anguilla,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,UK United Kingdom,UNOPSPartner,0,NOW(),0,FALSE,0
1145,United States of America,Active,Allowed,,,,,,,,USA,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,USA United States of America,UNOPSPartner,0,NOW(),0,FALSE,0
1115,USDA United States Department of Agriculture,Active,Allowed,,,,,,,,USDA,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,USA United States of America,UNOPSPartner,0,NOW(),0,FALSE,0
1788,U.S. Department of State’s Bureau of International Narcotics and Law Enforcement Affairs INL,Active,Allowed,,,,,,,,USDOS-INL,No,No,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,USA United States of America,UNOPSPartner,0,NOW(),0,FALSE,0
1112,USAID United States Agency for International Development,Active,Allowed,,,,,,,,USAID,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,USA United States of America,UNOPSPartner,0,NOW(),0,FALSE,0
1642,USDOC United States Department of Commerce,Active,Allowed,,,,,,,,USDOC,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,USA United States of America,UNOPSPartner,0,NOW(),0,FALSE,0
1641,USAID and Affiliated U.S. Agency for International Development and Affiliated,Active,Not allowed,,,,,,,,USAID & Affiliated,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,USA United States of America,UNOPSPartner,0,NOW(),0,FALSE,0
1113,USDOS United States Department of State,Active,Allowed,,,,,,,,USDOS,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,USA United States of America,UNOPSPartner,0,NOW(),0,FALSE,0
1116,OFDA Office of U.S. Foreign Disaster Assistance,Active,Allowed,,,,,,,,OFDA,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,USA United States of America,UNOPSPartner,0,NOW(),0,FALSE,0
1702,CDC United States Centers for Disease Control and Prevention,Active,Allowed,,,,,,,,CDC US,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,USA United States of America,UNOPSPartner,0,NOW(),0,FALSE,0
1114,MCC Millennium Challenge Corporation,Active,Allowed,,,,,,,,MCC,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,USA United States of America,UNOPSPartner,0,NOW(),0,FALSE,0
1266,Italy,Active,Allowed,,,,,,,,Italy,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Italy,UNOPSPartner,0,NOW(),0,FALSE,0
1268,Albania,Active,Allowed,,,,,,,,Albania,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Albania,UNOPSPartner,0,NOW(),0,FALSE,0
1269,Algeria,Active,Allowed,,,,,,,,Algeria,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Algeria,UNOPSPartner,0,NOW(),0,FALSE,0
1270,Andorra,Active,Allowed,,,,,,,,Andorra,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Andorra,UNOPSPartner,0,NOW(),0,FALSE,0
1271,Angola,Active,Allowed,,,,,,,,Angola,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Angola,UNOPSPartner,0,NOW(),0,FALSE,0
1272,Antigua and Barbuda,Active,Allowed,,,,,,,,Antigua and Barbuda,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Antigua and Barbuda,UNOPSPartner,0,NOW(),0,FALSE,0
1273,Argentina,Active,Allowed,,,,,,,,Argentina,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Argentina,UNOPSPartner,0,NOW(),0,FALSE,0
1274,Armenia,Active,Allowed,,,,,,,,Armenia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Armenia,UNOPSPartner,0,NOW(),0,FALSE,0
1275,Azerbaijan,Active,Allowed,,,,,,,,Azerbaijan,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Azerbaijan,UNOPSPartner,0,NOW(),0,FALSE,0
1276,Bahamas,Active,Allowed,,,,,,,,Bahamas,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Bahamas,UNOPSPartner,0,NOW(),0,FALSE,0
1277,Bahrain,Active,Allowed,,,,,,,,Bahrain,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Bahrain,UNOPSPartner,0,NOW(),0,FALSE,0
1278,Bangladesh,Active,Allowed,,,,,,,,Bangladesh,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Bangladesh,UNOPSPartner,0,NOW(),0,FALSE,0
1279,Barbados,Active,Allowed,,,,,,,,Barbados,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Barbados,UNOPSPartner,0,NOW(),0,FALSE,0
1280,Belarus,Active,Allowed,,,,,,,,Belarus,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Belarus,UNOPSPartner,0,NOW(),0,FALSE,0
1281,Belize,Active,Allowed,,,,,,,,Belize,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Belize,UNOPSPartner,0,NOW(),0,FALSE,0
1282,Benin,Active,Allowed,,,,,,,,Benin,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Benin,UNOPSPartner,0,NOW(),0,FALSE,0
1283,Bhutan,Active,Allowed,,,,,,,,Bhutan,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Bhutan,UNOPSPartner,0,NOW(),0,FALSE,0
1284,Bolivia (Plurinational State of),Active,Allowed,,,,,,,,Bolivia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Bolivia (Plurinational State of),UNOPSPartner,0,NOW(),0,FALSE,0
1285,Bosnia and Herzegovina,Active,Allowed,,,,,,,,Bosnia and Herzegovina,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Bosnia and Herzegovina,UNOPSPartner,0,NOW(),0,FALSE,0
1286,Botswana,Active,Allowed,,,,,,,,Botswana,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Botswana,UNOPSPartner,0,NOW(),0,FALSE,0
1287,Brunei Darussalam,Active,Allowed,,,,,,,,Brunei Darussalam,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Brunei Darussalam,UNOPSPartner,0,NOW(),0,FALSE,0
1288,Bulgaria,Active,Allowed,,,,,,,,Bulgaria,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Bulgaria,UNOPSPartner,0,NOW(),0,FALSE,0
1289,Burkina Faso,Active,Allowed,,,,,,,,Burkina Faso,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Burkina Faso,UNOPSPartner,0,NOW(),0,FALSE,0
1290,Burundi,Active,Allowed,,,,,,,,Burundi,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Burundi,UNOPSPartner,0,NOW(),0,FALSE,0
1291,Democratic People's Republic of Korea,Active,Allowed,,,,,,,,DPR Korea,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Democratic People's Republic of Korea,UNOPSPartner,0,NOW(),0,FALSE,0
1292,Cameroon,Active,Allowed,,,,,,,,Cameroon,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Cameroon,UNOPSPartner,0,NOW(),0,FALSE,0
1293,Cape Verde,Active,Allowed,,,,,,,,Cape Verde,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Cape Verde,UNOPSPartner,0,NOW(),0,FALSE,0
1294,Central African Republic,Active,Allowed,,,,,,,,Central African Republic,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Central African Republic,UNOPSPartner,0,NOW(),0,FALSE,0
1295,Chad,Active,Allowed,,,,,,,,Chad,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Chad,UNOPSPartner,0,NOW(),0,FALSE,0
1296,Chile,Active,Allowed,,,,,,,,Chile,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Chile,UNOPSPartner,0,NOW(),0,FALSE,0
1297,Colombia,Active,Allowed,,,,,,,,Colombia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Colombia,UNOPSPartner,0,NOW(),0,FALSE,0
1298,Comoros,Active,Allowed,,,,,,,,Comoros,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Comoros,UNOPSPartner,0,NOW(),0,FALSE,0
1299,Cook Islands,Active,Allowed,,,,,,,,Cook Islands,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Cook Islands,UNOPSPartner,0,NOW(),0,FALSE,0
1300,Democratic Republic of the Congo,Active,Allowed,,,,,,,,DR Congo,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Democratic Republic of the Congo,UNOPSPartner,0,NOW(),0,FALSE,0
1302,Croatia,Active,Allowed,,,,,,,,Croatia,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Croatia,UNOPSPartner,0,NOW(),0,FALSE,0
1303,Cuba,Active,Allowed,,,,,,,,Cuba,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Cuba,UNOPSPartner,0,NOW(),0,FALSE,0
1304,Cyprus,Active,Allowed,,,,,,,,Cyprus,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Cyprus,UNOPSPartner,0,NOW(),0,FALSE,0
1305,Czechia,Active,Allowed,,,,,,,,Czech Republic,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Czechia,UNOPSPartner,0,NOW(),0,FALSE,0
1306,Ghana,Active,Allowed,,,,,,,,Ghana,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Ghana,UNOPSPartner,0,NOW(),0,FALSE,0
1307,Jordan,Active,Allowed,,,,,,,,Jordan,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Jordan,UNOPSPartner,0,NOW(),0,FALSE,0
1308,Kazakhstan,Active,Allowed,,,,,,,,Kazakhstan,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Kazakhstan,UNOPSPartner,0,NOW(),0,FALSE,0
1309,Grenada,Active,Allowed,,,,,,,,Grenada,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Grenada,UNOPSPartner,0,NOW(),0,FALSE,0
1310,Kenya,Active,Allowed,,,,,,,,Kenya,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Kenya,UNOPSPartner,0,NOW(),0,FALSE,0
1311,Kiribati,Active,Allowed,,,,,,,,Kiribati,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Kiribati,UNOPSPartner,0,NOW(),0,FALSE,0
1312,Kuwait,Active,Allowed,,,,,,,,Kuwait,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Kuwait,UNOPSPartner,0,NOW(),0,FALSE,0
1313,Kyrgyzstan,Active,Allowed,,,,,,,,Kyrgyzstan,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Kyrgyzstan,UNOPSPartner,0,NOW(),0,FALSE,0
1314,Lao People's Democratic Republic,Active,Allowed,,,,,,,,Lao PDR,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Lao People's Democratic Republic,UNOPSPartner,0,NOW(),0,FALSE,0
1315,Latvia,Active,Allowed,,,,,,,,Latvia,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Latvia,UNOPSPartner,0,NOW(),0,FALSE,0
1316,Lebanon,Active,Allowed,,,,,,,,Lebanon,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Lebanon,UNOPSPartner,0,NOW(),0,FALSE,0
1317,Lesotho,Active,Allowed,,,,,,,,Lesotho,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Lesotho,UNOPSPartner,0,NOW(),0,FALSE,0
1318,Liberia,Active,Allowed,,,,,,,,Liberia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Liberia,UNOPSPartner,0,NOW(),0,FALSE,0
1319,Oman,Active,Allowed,,,,,,,,Oman,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Oman,UNOPSPartner,0,NOW(),0,FALSE,0
1320,Pakistan,Active,Allowed,,,,,,,,Pakistan,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Pakistan,UNOPSPartner,0,NOW(),0,FALSE,0
1321,Palau,Active,Allowed,,,,,,,,Palau,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Palau,UNOPSPartner,0,NOW(),0,FALSE,0
1323,Papua New Guinea,Active,Allowed,,,,,,,,Papua New Guinea,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Papua New Guinea,UNOPSPartner,0,NOW(),0,FALSE,0
1326,Philippines,Active,Allowed,,,,,,,,Philippines,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Philippines,UNOPSPartner,0,NOW(),0,FALSE,0
1327,Afghanistan,Active,Allowed,,,,,,,,Afghanistan,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Afghanistan,UNOPSPartner,0,NOW(),0,FALSE,0
1328,Cambodia,Active,Allowed,,,,,,,,Cambodia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Cambodia,UNOPSPartner,0,NOW(),0,FALSE,0
1329,Côte d'Ivoire,Active,Allowed,,,,,,,,Côte d'Ivoire,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Côte d'Ivoire,UNOPSPartner,0,NOW(),0,FALSE,0
1330,Congo,Active,Allowed,,,,,,,,Congo,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Congo,UNOPSPartner,0,NOW(),0,FALSE,0
1331,Djibouti,Active,Allowed,,,,,,,,Djibouti,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Djibouti,UNOPSPartner,0,NOW(),0,FALSE,0
1332,Dominica,Active,Allowed,,,,,,,,Dominica,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Dominica,UNOPSPartner,0,NOW(),0,FALSE,0
1333,Dominican Republic,Active,Allowed,,,,,,,,Dominican Republic,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Dominican Republic,UNOPSPartner,0,NOW(),0,FALSE,0
1334,Ecuador,Active,Allowed,,,,,,,,Ecuador,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Ecuador,UNOPSPartner,0,NOW(),0,FALSE,0
1335,Egypt,Active,Allowed,,,,,,,,Egypt,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Egypt,UNOPSPartner,0,NOW(),0,FALSE,0
1336,El Salvador,Active,Allowed,,,,,,,,El Salvador,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,El Salvador,UNOPSPartner,0,NOW(),0,FALSE,0
1337,Equatorial Guinea,Active,Allowed,,,,,,,,Equatorial Guinea,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Equatorial Guinea,UNOPSPartner,0,NOW(),0,FALSE,0
1338,Eritrea,Active,Allowed,,,,,,,,Eritrea,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Eritrea,UNOPSPartner,0,NOW(),0,FALSE,0
1340,Estonia,Active,Allowed,,,,,,,,Estonia,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Estonia,UNOPSPartner,0,NOW(),0,FALSE,0
1342,Fiji,Active,Allowed,,,,,,,,Fiji,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Fiji,UNOPSPartner,0,NOW(),0,FALSE,0
1343,Haiti,Active,Allowed,,,,,,,,Haiti,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Haiti,UNOPSPartner,0,NOW(),0,FALSE,0
1345,Iraq,Active,Allowed,,,,,,,,Iraq,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Iraq,UNOPSPartner,0,NOW(),0,FALSE,0
1346,Gabon,Active,Allowed,,,,,,,,Gabon,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Gabon,UNOPSPartner,0,NOW(),0,FALSE,0
1347,Gambia,Active,Allowed,,,,,,,,Gambia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Gambia,UNOPSPartner,0,NOW(),0,FALSE,0
1348,Georgia,Active,Allowed,,,,,,,,Georgia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Georgia,UNOPSPartner,0,NOW(),0,FALSE,0
1349,Guatemala,Active,Allowed,,,,,,,,Guatemala,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Guatemala,UNOPSPartner,0,NOW(),0,FALSE,0
1350,Guinea,Active,Allowed,,,,,,,,Guinea,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Guinea,UNOPSPartner,0,NOW(),0,FALSE,0
1351,Guyana,Active,Allowed,,,,,,,,Guyana,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Guyana,UNOPSPartner,0,NOW(),0,FALSE,0
1352,Indonesia,Active,Allowed,,,,,,,,Indonesia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Indonesia,UNOPSPartner,0,NOW(),0,FALSE,0
1353,Jamaica,Active,Allowed,,,,,,,,Jamaica,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Jamaica,UNOPSPartner,0,NOW(),0,FALSE,0
1354,Lithuania,Active,Allowed,,,,,,,,Lithuania,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Lithuania,UNOPSPartner,0,NOW(),0,FALSE,0
1355,Iran (Islamic Republic of),Active,Allowed,,,,,,,,Iran,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Iran (Islamic Republic of),UNOPSPartner,0,NOW(),0,FALSE,0
1356,Holy See,Active,Allowed,,,,,,,,Holy See,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Holy See,UNOPSPartner,0,NOW(),0,FALSE,0
1358,Hungary,Active,Allowed,,,,,,,,Hungary,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Hungary,UNOPSPartner,0,NOW(),0,FALSE,0
1359,Kosovo (under UNSCR 1244/99),Active,Allowed,,,,,,,,Kosovo,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Kosovo (under UNSCR 1244/99),UNOPSPartner,0,NOW(),0,FALSE,0
1360,Madagascar,Active,Allowed,,,,,,,,Madagascar,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Madagascar,UNOPSPartner,0,NOW(),0,FALSE,0
1361,Malawi,Active,Allowed,,,,,,,,Malawi,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Malawi,UNOPSPartner,0,NOW(),0,FALSE,0
1362,Malaysia,Active,Allowed,,,,,,,,Malaysia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Malaysia,UNOPSPartner,0,NOW(),0,FALSE,0
1363,Maldives,Active,Allowed,,,,,,,,Maldives,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Maldives,UNOPSPartner,0,NOW(),0,FALSE,0
1364,Mali,Active,Allowed,,,,,,,,Mali,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Mali,UNOPSPartner,0,NOW(),0,FALSE,0
1365,Malta,Active,Allowed,,,,,,,,Malta,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Malta,UNOPSPartner,0,NOW(),0,FALSE,0
1366,Marshall Islands,Active,Allowed,,,,,,,,Marshall Islands,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Marshall Islands,UNOPSPartner,0,NOW(),0,FALSE,0
1367,Mauritania,Active,Allowed,,,,,,,,Mauritania,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Mauritania,UNOPSPartner,0,NOW(),0,FALSE,0
1368,Mauritius,Active,Allowed,,,,,,,,Mauritius,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Mauritius,UNOPSPartner,0,NOW(),0,FALSE,0
1369,Mexico,Active,Allowed,,,,,,,,Mexico,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Mexico,UNOPSPartner,0,NOW(),0,FALSE,0
